,val_loss,val_acc,loss,acc
0,0.6083545847862364,0.7059942942137496,0.6670242898132769,0.6649001264846719
1,0.610561239305391,0.7059942942137496,0.6366703195616609,0.6681614410157987
2,0.6098382486319338,0.7059942942137496,0.6368809074612962,0.6681614390354569
3,0.6073048427545038,0.7059942942137496,0.6356590212339097,0.6681614399466571
4,0.6080530053031207,0.7059942942137496,0.6345247623874759,0.6681614419269989
5,0.6074424547654578,0.7059942942137496,0.6348412200911795,0.6681614384765874
6,0.6092736946470277,0.7059942942137496,0.6344084731423509,0.6681614397522677
7,0.608390621692084,0.7059942942137496,0.6345522763701881,0.6681614399345077
8,0.606380731065879,0.7059942942137496,0.6337875973021697,0.6681614424980178
9,0.6038740048739708,0.7059942942137496,0.6337415846303877,0.668161439910209
10,0.6080373075323713,0.7059942942137496,0.6319377104020147,0.6681614377476272
11,0.6021482154202393,0.7059942942137496,0.6315004995561259,0.6681614390354569
12,0.5992409498435219,0.7059942942137496,0.6299218584263612,0.6681614390233075
13,0.6007750166755534,0.7059942942137496,0.6286750524154838,0.6681614395700277
14,0.6048832543399876,0.7059942942137496,0.6284512024823861,0.6681614412344867
15,0.5948219206591768,0.7059942942137496,0.6254995440979952,0.6681614393513396
16,0.5976777281736216,0.7059942942137496,0.6261187312897497,0.6681614397401183
17,0.594072994734422,0.7059942942137496,0.6237133861049748,0.6681614393877876
18,0.5933250516057582,0.7059942942137496,0.6237762251704069,0.6681614414045774
19,0.5933010501877451,0.7059942942137496,0.62604437325616,0.6681614388289181
20,0.5954258804316752,0.7059942942137496,0.6214877760536662,0.6681614408457079
21,0.5901256941195105,0.7059942942137496,0.6217505513917073,0.6681614404933772
22,0.5902384042910005,0.7059942942137496,0.621880978455215,0.6681614397036704
23,0.5909020783331823,0.7059942942137496,0.6213205214961908,0.6681614395943264
24,0.5912153018757234,0.7059942942137496,0.623132743071985,0.6681614390476062
25,0.5887293840849774,0.7059942942137496,0.6200604283756205,0.6681614404933772
26,0.5973464276085118,0.7059942942137496,0.6220064037705362,0.668161439691521
27,0.5904163835050944,0.7059942942137496,0.6214333579363358,0.6681614395943264
28,0.5895657299474576,0.7059942942137496,0.6183282381361764,0.6681614355850453
29,0.589921908617927,0.7059942942137496,0.6205513571847278,0.6681614401288971
30,0.5934460261795886,0.7059942942137496,0.6214192539781539,0.6681614391812489
31,0.591176633319891,0.7059942942137496,0.6190115038079239,0.6681614392176969
32,0.5936089860440208,0.7059942942137496,0.61840469832086,0.6681614380878086
33,0.5937336573534983,0.7059942942137496,0.6208564398170149,0.668161441027948
34,0.5879705831564459,0.7059942942137496,0.6197715210540412,0.6681614415868176
35,0.600273373096359,0.7059942942137496,0.620945031235668,0.6681614402868385
36,0.5866317256760529,0.7059942942137496,0.6193293230756176,0.6681614375410885
37,0.5901414278742249,0.7059942942137496,0.619092474069296,0.668161438099958
38,0.5873569639153303,0.7059942942137496,0.6188054208336584,0.6701997598846543
39,0.5875922099223713,0.7040913430539684,0.6187201459165792,0.6712189200115942
40,0.5887216322485546,0.7059942942137496,0.6188548365588874,0.673257240727149
41,0.5884678007646701,0.7040913430539684,0.6189794652057675,0.6710150887346054
42,0.5884663350915591,0.7040913430539684,0.6159941479229606,0.6734610723200206
43,0.5981803931699947,0.7040913430539684,0.6223778169081253,0.6701997616827561
44,0.5991620879078002,0.7059942908110106,0.6213393939231495,0.6718304162724281
45,0.5932879588016434,0.7059942942137496,0.6203313704247481,0.6754993937280875
46,0.5885524403810728,0.7059942942137496,0.6245579079637904,0.6685691057809556
47,0.5883771211164095,0.7059942942137496,0.6207934196657227,0.6724419116828085
48,0.5948647448950785,0.7040913430539684,0.6203107097976994,0.6742763960672504
49,0.5960935552442335,0.7059942942137496,0.6221222280119567,0.6714227524306208
50,0.5905416394334878,0.7059942942137496,0.620064928635645,0.672849577189075
51,0.5873885916937657,0.7040913430539684,0.6195211747423561,0.672849578452606
52,0.589764588538178,0.7059942942137496,0.6224532109034873,0.6718304163453241
53,0.5908657827908147,0.705042818633859,0.6217983591522531,0.6740725686294519
54,0.5873391107079191,0.7040913430539684,0.6174607717815925,0.6771300496663359
55,0.5920111003316776,0.705042818633859,0.6204672268201903,0.6742763999428887
56,0.5998880319602142,0.7040913430539684,0.6209044310932883,0.6704035904205337
57,0.595461418524342,0.7050428169324895,0.6171204958382889,0.674684065801486
58,0.5918958526242925,0.7040913430539684,0.6207865292545829,0.6718304161509348
59,0.5885692913684246,0.7050428169324895,0.6187629446271872,0.6728495769825362
60,0.5990231660408253,0.705042818633859,0.6188211128316118,0.6748878965560534
61,0.5860492923393577,0.7050428169324895,0.6188012075895588,0.6732572386860605
62,0.5975693896143466,0.7059942942137496,0.6187615109933331,0.6752955629856694
63,0.5854608176380651,0.7059942942137496,0.6186426179631603,0.6724419125697101
64,0.5920341243696258,0.7107516653077246,0.6211755290184029,0.6697920970998391
65,0.5896633331487566,0.7050428169324895,0.619549074624443,0.672645744247627
66,0.5873278815274461,0.7040913430539684,0.6201886849723152,0.6726457436766082
67,0.5894850518848644,0.7040913430539684,0.6179210239291628,0.6738687374861057
68,0.5879647252845492,0.7059942925123801,0.6168728786199082,0.678964535897477
69,0.5928843808843338,0.7059942925123801,0.6182235646043754,0.6710150907392459
70,0.5915136682941843,0.7040913430539684,0.6204348000224347,0.674684063092184
71,0.5866339043080523,0.705042818633859,0.6183694969912815,0.6746840630435866
72,0.5871152794440512,0.7059942942137496,0.6200625128858779,0.6757032256125431
73,0.5921578304071181,0.7069457680922707,0.6196084539233253,0.6726457424373758
74,0.5858228533297465,0.7069457680922707,0.6192929300783704,0.6759070572904602
75,0.5906658498136119,0.7059942942137496,0.6242480541777232,0.6736649038399962
76,0.5927291438196184,0.7069457680922707,0.6211847675682524,0.6724419120472885
77,0.5944148019934472,0.709800189727834,0.6200975586796507,0.6793722014158927
78,0.6006526580092796,0.7059942925123801,0.6247164601580834,0.6708112555866187
79,0.5913271222876777,0.7040913430539684,0.6196867226825361,0.6728495758769466
80,0.5892238700877588,0.7040913430539684,0.6202295877303681,0.6759070579951216
81,0.5965660469629558,0.7078972419707918,0.6207533675313142,0.6728495747835064
82,0.5899835188087115,0.7069457680922707,0.6207349511782976,0.6744802334189075
83,0.5897163657717882,0.7040913430539684,0.6188000614333046,0.6767223868572221
84,0.586390784051053,0.7040913430539684,0.6222901188666317,0.6732572401439808
85,0.5923318583890441,0.7078972419707918,0.6222067486739284,0.6738687339142008
86,0.5957572613581377,0.7059942925123801,0.6261028700393898,0.6706074252086808
87,0.5954377232677703,0.7078972419707918,0.6207819868242114,0.6750917289264825
88,0.5918003021252938,0.7078972419707918,0.6210488526980535,0.6742764006596995
89,0.5885898348947121,0.7040913430539684,0.6207106885402678,0.6754993930355753
90,0.5871935190471663,0.7040913430539684,0.6189680612675278,0.67427640229986
91,0.5876061504336338,0.7040913430539684,0.6209919497619781,0.6748878967382934
92,0.5986176565020114,0.7069457680922707,0.6188271885689939,0.6740725681070303
93,0.5909358591380061,0.7078972419707918,0.6211989534129622,0.6738687358702439
94,0.5857966027579684,0.7050428169324895,0.6178575548841863,0.6763147213388063
95,0.5872446095285588,0.7059942925123801,0.620063061720004,0.6750917264115699
96,0.5963575743301838,0.7040913430539684,0.6208394572557938,0.6744802317422991
97,0.5884393821944519,0.7069457680922707,0.6194558024066251,0.6761108866964513
98,0.5951764110606926,0.7069457680922707,0.6204572120492331,0.6752955602763674
99,0.5865477482893714,0.7040913430539684,0.6217798894636494,0.6775377146258823
